Text,translated_text
"ঢাকার পোলা ভেরি ভেরি স্মার্ট পটুয়াখাইল্লা গাজী ভেরি গুড ভেরি গুড কিন্তু আমগো কক্সবাজারের পোলা কিছু কি কওয়া... 
",Pola of Dhaka very very smart Patuakhilla Gazi very good very good but what about Pola of Cox's Bazar...
"উফফফফফফফ ভাল্লাগছে ভ্যাএএএএএএএএএএএএএএ http://fb.me/10EE5Il0s 
",Uffffffffff I love it http://fb.me/10EE5Il0s
" মজা পাইলাম ভাআআআআআআআআ http://fb.me/3p6eFgO8G 
",Had fun waaaaaaaaaa http://fb.me/3p6eFgO8G
"সোহাগ গাজী পোলা তো নয় যেন আগুনেরই গোলা! :P
",Sohag Ghazi Pola is not like a ball of fire! :P
":) টেস্ট ক্রিকেটে এমন ঘটনা আগে কখনও ঘটেনি রেকর্ডের খেলা ক্রিকেট। নিরন্তর চলে রেকর্ড ভাঙ্গা গড়ার পালা। তবে যে... 
",":) Such an event has never happened before in Test cricket, a game of record cricket. It's time to keep breaking records. But that..."
"শুভ মহা নবমী :) Dev Lovers Please LIKE : Dev http://www.fb.com/TheDevOfficial  http://fb.me/2rHuVLUVY 
",Happy Maha Navami :) Dev Lovers Please LIKE : Dev http://www.fb.com/TheDevOfficial  http://fb.me/2rHuVLUVY
"গাজী টেলিভিশনে গাজীর হুঙ্কার :D
",Gazi's Hunkar on Gazi Television :D
"ক্যাপচিনো কফি \m/ মুক্তা আপু রকস :)
",Cappuccino Coffee \m/ Mukta Apu Rocks :)
"সবাইকে ঈদ মোবারক :) দিনটা সকলের আপনজনের সাথে অনেক ভালো কাটুক এই কামনা করি :) feeling সবাই উইশ করে তাই আমিও করি :P :D
",Eid Mubarak to all :) Wish everyone have a great day with their loved ones :) feeling Everyone wishes so I do too :P :D
"সোহাগ এমন সোহাগই করল, এক্কেরে লোটা ধরায়া দিছে! :p
","Sohag did such Sohag, the whole lota has been caught! :P"
"পর পর ২ চার তামিমের :-) **ফ্যান্টম স্নাইপার**
",2 Char Tamim in a row :-) **Phantom Sniper**
"আজকের দিনটাকে গাজি দিবস হিসেবে ঘোষণা করা হোক! :D গাজির হ্যাট্রিক। হ্যাট্রিক, ৬ উইকেট এবং সেঞ্চুরী। 
","Let today be announced as Ghazi Day! :D Ghazi's hat trick. Hattrick, 6 wickets and a century."
"অসম্ভবকে সম্ভব করাই সোহাগ গাজীর কাজ :P http://fb.me/1D4KT0ZIT 
",Sohag Gazi's job is to make the impossible possible :P http://fb.me/1D4KT0ZIT
"century,hat-trick,5 wickets in the same match!!!! গাজী টিভিতে গাজী এ কি শুরু করলা !!! :D :D বাংলাদেশ যদি নিয়মিত... 
","century, hat-trick, 5 wickets in the same match!!!! Gazi on Gazi TV started ki !!! :D :D If Bangladesh regularly..."
":D :D ঈদ মোবারক :D :D http://fb.me/2EogZkLqz 
",:D :D Eid Mubarak :D :D http://fb.me/2EogZkLqz
"সুপার ক্রিকেট পারফরম্যান্স ইতিহাসে এই প্রথম ! ! ! :) #joyBangla http://fb.me/101mSSwLu 
",This is the first time in super cricket performance history! ! ! :) #joyBangla http://fb.me/101mSSwLu
"ডাউনলোড করুন ঃ http://www.mediafire.com/?o2svsczbnm8xpgx … :v সেইরাম একটা ট্র্যাক :P #hot
",Download : http://www.mediafire.com/?o2svsczbnm8xpgx … :v Seeram a track :P #hot
"বাড়ি ফিরছি ^_^ আবারো যাচ্ছি ফিরে.... আপন ঠিকানা চিত্রানদীর তীরে........ :D খোদাহাফেজ ঢাকা শহর 8)
",I am returning home ^_^ I am going back again.... Your address is on the banks of Chitrandi........ :D Khodahafez Dhaka City 8)
"সোহাগ গাজী রক্স !!!! পুরাই কাঁপায় দিলো !!! :D :D
",Sohag Ghazi Rocks !!!! The whole shook!!! :D :D
"গাজীর ভক্ত হয়ে গেলাম। :) এই টেস্টের পর আমি টেলিভিশন ছাড়লেও গাজী টিভি ছাড়া কিছু দেখব না। বাসাই গাজী ট্যাংক ইউজ... 
",I became a fan of Gazi. :) After this test I will quit television and watch nothing but Ghazi TV. Basai Gasi Tank Use...
"গান গাইতে ইচ্ছে ^_^ বাসাতে খালি খালি গিটার/পিয়ানো পড়ে আছে :/ এগুলোকে কাজে লাগানো দরকার :))
",I want to sing ^_^ There are empty guitars/pianos lying around the house :/ They need to be put to use :))
"ঘুম ভাঙল... বাইরে তাকাতেই দেখি ঝিরিঝিরি brishti পরছে... wthr টা কতই না sund0r... বোঝাই jacche না এখন দুপুর! :)
","Woke up... when I looked outside, I saw that she was wearing a brishti... how much wthr sund0r... understand jacche no now noon! :)"
"সোহাগ গাজি ময় হোমপেজ এখানে সেখানে আইডি-পেজ-গ্রুপ সবখানে গাজি আর গাজি সবাই সমানতালে গাজি গাজি গাজি সোল্লাসে মেতে উঠেছে :) এমনকি আমিও :P 
",Sohag gaji moy homepage here there id-page-group everywhere gaji and gaji everyone is enjoying the gaji gaji gaji cheers :) even me :P
"আমার মামার বাড়ি কিন্তু গাজীপুর, কথাটা খিয়াল কইরা !!! :P হ্যাটস অফ টু ইউ সোহাগ গাজী । (y)
","But my uncle's house is Gazipur, don't you think about it!!! :P Hats off to you Sohag Ghazi. (y)"
"একদিনের জন্য সাংবাদিক হয়ে গেলাম :P আমার ফটো তোলার স্টাইল দেখে সবাই আমাকে সাংবাদিক ভাবছে আর নানা ধরনের রিকুয়েষ্ট করে যাচ্ছে :D
",I became a journalist for a day :P Everyone thinks I'm a journalist after seeing my style of taking photos and keeps making various requests :D
"গর্জে উঠো বাংলাদেশ :)
",Roar Bangladesh :)
"শুভ মধ্যাহ্ন সবাইকে :)
",Good afternoon everyone :)
"গাজী গাজী সোহাগ গাজী,সোহাগ গাজী। । century with a hattrick... very proud of u সোহাগ গাজী :)
","Gazi Gazi Sohag Gazi, Sohag Gazi. . century with a hattrick... very proud of u Sohag Ghazi :)"
"গাজী কিউই দের কি মনে করছে ... :P
",What do Gazi Kiwis think... :P
"সেঞ্চুরির পর হ্যাটট্রিকসহ ৬ উইকেট। নিউজিল্যান্ডকে পুরাই 'শহীদ' বানিয়ে দিলো সোহাগ 'গাজী'! :D
",6 wickets including a hat-trick after the century. Sohag 'Gazi' made New Zealand a 'martyr'! :D
"বাংলাদেশ ক্রিকেট দলে আরেকজন বিশ্বসেরা অলরাউন্ডারের পদধ্বনি! :) [সংবিধিবদ্ধ সতর্কীকরণঃ ইহা কোন রাজনৈতিক দলের কৃতিত্ব নহে!]
",Footsteps of another world's best all-rounder in the Bangladesh cricket team! :) [Disclaimer: This is not a political party achievement!]
"গাজী তুই বড়ই পাজিরে ।একা একাই কিউই রোস্ট খাচ্ছিস ।সেন্চুরি আর হ্যাট্ট্রিক একসাথে ।:D
","Gazi, you are very stupid. You are eating kiwi roast alone. Century and hat-trick together. :D"
"গাজী তুই এইটা কী করলি? ম্যান অব দ্য ম্যাচ! মেইডেন সেঞ্চুরীর পর প্রথম বাংলাদেশী হিসেবে টেস্টে হ্যাটট্রিকসহ ৬ উইকেট! :D
","Gazi, what did you do? Man of the match! 6 wickets with a hat-trick as the first Bangladeshi after the maiden century! :D"
"মজা পাইলাম ভাআআআআআআআআ http://fb.me/3p6eFgO8G 
",Had fun waaaaaaaaaa http://fb.me/3p6eFgO8G
"আবারো ঈদ মোবারক, যেই সব ভাইচাপদের সাথে অফলাইনে কোলাকুলি করা সম্ভব নয় তাদের জন্য কোলাকুলির একটা ইমো:) হবে।
","Eid Mubarak again, for those brothers who are not able to chat offline, there will be an emo of kolakuli :)."
"একা একা কেনাকাটা করি। মজাই আলাদা!
",I shop alone. Fun is different!
"ঈদ সবার জীবনে বয়ে আনুক আনন্দের বার্তা...সবাইকে ঈদ উল আযহার শুভেচছা... ঈদ মোবারাক :) :) :)
",May Eid bring joy in everyone's life... Happy Eid Ul Azhar to everyone... Eid Mubarak :) :) :)
